Property,Building,Floor,Space,Image,Equipment Position,Asset ID,Asset Name,Quantity,Barcode (Auto),Supplier,Manufacturer (Spec),Manufactured Date,Model Name/No (Spec),Serial Number,Capacity,Height,Width,Depth,Parent Asset ID,Parent Asset Name,In Service Date,Observation Date,Operating Environment,Asset Criticality,Asset Condition Rating,Condition Assessment Comments,Current Utilisation,Asset Service Status,Notes/Comments,Created By,Modified By,Asset Name Lookup (wip),Created
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,9,,,SUS - 0008,Fire Blanket,1.00,SUS - 0008,,,,,,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 12:59
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,9,,,,Thermal Heat Detector,1.00,0,,,,,,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:00
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,9,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:01
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,9,,,SUS - 0009,A/C Unit Split (Indoor),1.00,SUS - 0009,,Daikin,,FTXE35BVMA,4900992,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:03
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,9,,,SUS - 0010,A/C Unit Split (Indoor),1.00,SUS - 0010,,Daikin ,,FTXE35BVMA,4900990,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:04
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,9,,Above exit door,SUS - 0011,Emergency Exit Light (Green),1.00,SUS - 0011,,Legrand ,,Led Slide Connect,,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:05
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,,,Wallmount Battery Charger,1.00,0,,Durst ,,BCSW - 1225 B,124320,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:08
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS - 1225 C,A91017160,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:09
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,,SUS - 0012,Oil Separator Tank,1.00,SUS - 0012,,Kwikflo,,SS1000,27367 A,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:11
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,Above oil separater tank,SUS - 0013,Switchboard,1.00,SUS - 0013,,,,,,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:13
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,,,Wallmount Battery Charger,1.00,0,,Durst ,,BCSW - 1225 BS,,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:14
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS - 1225 C,A90412310,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:15
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,Under oil separator tank ,SUS - 0014,Diaphragm Pump,1.00,SUS - 0014,,Kwikflo,,Ksm ds 25/100,5115,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:18
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,Under oil separator tank ,SUS - 0015,Oil Seperator Induction Motor,1.00,SUS - 0015,,Teco,1/1/2004,BEGU-BSAC2,H417260059,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:22
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,Next to wash sink,SUS - 0016,Fire Extinguisher (Dry Chemical),1.00,SUS - 0016,,,,,,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:24
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,Above wash sink,SUS - 0017,EKA controller box,1.00,SUS - 0017,,,,,,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:25
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,,SUS -  0018,Stainless Steel Commercial Sink,1.00,SUS -  0018,,,,,,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:25
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,11,,,SUS - 0019,Safe,1.00,SUS - 0019,,Guardall,,,,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:27
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,11,,,SUS - 0020,Safe,1.00,SUS - 0020,,CMI,,,,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:28
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,Left door motor when inside Plantroom ,,Automatic Roller Door Motor,1.00,0,,Grifco,1/1/2004,MT58001,H04010059,,,,,,,,7/2/2022,2 - Normal,2 - Medium,3 - Fair,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:31
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,Centre roller door motor,,Automatic Roller Door Motor,1.00,0,,Grifco,1/1/2004,MT58001,H04010192,,,,,,,,7/2/2022,2 - Normal,2 - Medium,3 - Fair,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:33
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,Right door motor from inside Plantroom ,,Automatic Roller Door Motor,1.00,0,,Grifco,1/1/2004,MT58001,,,,,,,,,7/2/2022,2 - Normal,2 - Medium,3 - Fair,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:36
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,Left roller door from inside Plantroom ,SUS - 0021,Automatic Roller Door,1.00,SUS - 0021,,,,,,,3,3.4,,,,,7/2/2022,2 - Normal,2 - Medium,3 - Fair,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:41
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,Centre roller door,SUS - 0022,Automatic Roller Door,1.00,SUS - 0022,,,,,,,3,3.4,,,,,7/2/2022,2 - Normal,2 - Medium,3 - Fair,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:43
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,10,,Right roller door from inside Plantroom ,SUS - 0023,Automatic Roller Door,1.00,SUS - 0023,,,,,,,3,3.4,,,,,7/2/2022,2 - Normal,2 - Medium,3 - Fair,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:46
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,12,,Front water meter,,RPZ,1.00,0,,Conbraco,,40205A1I,SU275,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:52
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,12,,Side building ,SUS - 0024,A/C Unit Split (Outdoor),1.00,SUS - 0024,,Daikin ,,4MXM80RVMA,E005913,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:55
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,12,,Rear station,SUS - 0025,A/C Unit Split (Outdoor),1.00,SUS - 0025,,Daikin,,FTXD50BVMA,E001403,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 13:58
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,12,,Rear station ,SUS - 0026,A/C Unit Split (Outdoor),1.00,SUS - 0026,,,,,,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 14:00
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,12,,Rear station ,SUS - 0027,Distribution Board,1.00,SUS - 0027,,Hager,,JYKA IP,,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 14:01
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,12,,Rear station ,SUS - 0028,Main Switchboard,1.00,SUS - 0028,,Butler & Reardon,,,,,,,,,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 14:03
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,12,,Distribution board ,,RCD,1.00,0,,NHP,,M6RCBS2030C mod6 C20,,,,,,SUS - 0027,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 14:04
Sussex Inlet Ambulance Station ,Sussex Inlet Ambulance Station ,Ground,12,,Distribution board ,,RCD,8.00,0,,Hager ,,AD120T 104301 C20,,,,,,SUS - 0027,,,7/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,7/2/2022 14:06
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,1,,,,Emergency Exit Light (Green),1.00,0,,Ektor,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:06
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,2,,Above door from Entry,,Emergency Exit Light (Green),1.00,0,,Ektor,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:07
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,2,,Leading to plantroom,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:07
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,2,,Above door to plant,,Emergency Exit Light (Green),1.00,0,,Ektor,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:08
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,2,,Centre hallway outside female bathroom ,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:09
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,2,,Leading to kitchen,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:09
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,2,,Above door to kitchen,,Emergency Exit Light (Green),1.00,0,,Ektor,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:10
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,3,,,,Smoke Detector,1.00,0,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:10
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,2,,Near Plantroom door,BTE - 0001,Safe,1.00,BTE - 0001,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:12
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,Near entry to space 002 corridor,BTE - 0002,Fire Extinguisher (C02),1.00,BTE - 0002,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:14
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,Near entry to corridor space 002,BTE - 0003,Solar Inverter,1.00,BTE - 0003,,Goodwe,,GW10KL-DT,9010KDTL209W0167,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:16
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,Next to fire hose reel,BTE - 0004,Fire Blanket,1.00,BTE - 0004,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:17
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,,BTE - 0005,Fire Hose Reel,1.00,BTE - 0005,,Dura,,36m,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:18
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,Front of station door,,Automatic Sectional Door Motor,1.00,0,,Grifco ,22/5/2019,GSD-SDO,40-36458-3C,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:29
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,Rear of station,,Automatic Sectional Door Motor,1.00,0,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:31
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,,,Wallmount Battery Charger,1.00,0,,Durst ,,BCSW - 1225 B,126322,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:32
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS - 1225C,A90619120,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:33
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,,,Wallmount Battery Charger,1.00,0,,Durst ,,BCSW - 1225 BS,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:34
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS - 1225C,A90610636,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:35
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,,BTE - 0007,Oil Separator Tank,1.00,BTE - 0007,,Kwikflo,5/8/2005,KCPS-1000,2248 E,200,,,,,,,8/2/2022,2 - Normal,2 - Medium,2,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:38
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,,BTE - 0006,Diaphragm Pump,1.00,BTE - 0006,,,,CP00251C1J8C,11G3534,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:40
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,,BTE - 0008,Oil Seperator Induction Motor,1.00,BTE - 0008,,MONO,,CP25,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:42
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,,BTE - 0010,Stainless Steel Commercial Sink,1.00,BTE - 0010,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:43
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,Above sink,BTE - 0009,Hot Water Heater,1.00,BTE - 0009,,Rheem,22/9/2011,11102507,4678496,25,,,,,,,8/2/2022,2 - Normal,2 - Medium,2,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:44
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,,,Pressure Cleaner,1.00,0,,Kerrick,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:47
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,,BTE - 0012,Fire Blanket,1.00,BTE - 0012,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:48
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,Exit door rear of plant,,Emergency Exit Light (Green),1.00,0,,Ektor,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:49
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,,,Wallmount Battery Charger,1.00,0,,Durst ,,BCSW - 1225 BS,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:50
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,,,Vehicle Battery Charger,1.00,0,,Durst ,,BCS - 1225C,A90800195,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:51
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,,,Heat & Carbon Monoxide Alarm,1.00,0,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:53
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,,,Emergency Exit Light (Spitfire),4.00,0,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:54
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,Front of station door,BTE - 0013,Automatic Sectional Door,1.00,BTE - 0013,,,,,,,3.6,6.9,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:58
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,4,,Rear station door,BTE - 0014,Automatic Sectional Door,1.00,BTE - 0014,,,,,,,3.6,6.9,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 11:59
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,6,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 13:43
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,7,,,,Smoke Detector,1.00,0,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 13:44
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,7,,,BTE - 0015,Safe,1.00,BTE - 0015,,CMI ,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 13:47
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,8,,,BTE - 0016,EKA controller box,1.00,BTE - 0016,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 13:49
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,9,,,,Smoke Detector,1.00,0,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 13:50
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,10,,Above lounge,,Smoke Detector,1.00,0,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 13:51
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,10,,Above door to bbq area,,Emergency Exit Light (Green),1.00,0,,Ektor,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 13:51
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,10,,Kitchen,BTE - 0017,Fire Extinguisher (C02),1.00,BTE - 0017,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 13:52
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,10,,Kitchen,BTE - 0018,Fire Blanket,1.00,BTE - 0018,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 13:52
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,10,,Under sink,BTE - 0019,ZIP Hot Water Service,1.00,BTE - 0019,,Zip,,Compact2 2723AU0H0N1C,2.01109E+12,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 13:56
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,12,,,,Emergency Exit Light (Spitfire),1.00,0,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 13:57
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,13,,,BTE - 0020,Hot Water Heater,1.00,BTE - 0020,,Everlast hydro systems,1/8/2011,315 S,1121546,327,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 14:01
Batemans Bay Ambulance Station ,Batemans Bay Ambulance Station ,Ground,16,,,,Smoke Detector,1.00,0,,,,,,,,,,,,,8/2/2022,2 - Normal,2 - Medium,1 - Excellent,,3 - Normal,,,Mark Steel (NSW Ambulance),Mark Steel (NSW Ambulance),,8/2/2022 14:02
